"id, name, release year, developer, publisher, img_url, src_url, genres, description"
7000,"$100,000 Pyramid",1987,[Craig Carlson[1]],[The Box Office],n/a,"[https://en.wikipedia.org/wiki/$100,000_Pyramid_(video_game)]",n/a,No description for this title
7011,Adventure in Time,1981,[Paul Berker[1]],[Phoenix Software],https://en.wikipedia.org/wiki/File:Adventure_in_Time_(video_game)_boxart.jpg,[https://en.wikipedia.org/wiki/Adventure_in_Time],Interactive fiction,"Adventure in Time is text adventure for the Apple II published in 1981 by Phoenix Software. An Atari 8-bit family version was released in 1983.By means of text descriptions and two word text commands, the player travels through four locations in time, attempting to find and kill Nostradamus before he assembles a world destroying weapon."
7012,Adventure to Atlantis,1982,[Robert C. Clardy[1]],[Synergistic Software],https://en.wikipedia.org/wiki/File:OdysseyTitleScreen.jpg,[https://en.wikipedia.org/wiki/Adventure_to_Atlantis],RPG,"Atlantis: The Lost Empire is a 2001 American animated science-fantasy action-adventure film created by Walt Disney Feature Animation, marking the 41st entry in Disney's animated features canon and its first science-fiction film. Written by Tab Murphy, directed by Gary Trousdale and Kirk Wise, and produced by Don Hahn, the film features an ensemble cast with the voices of Michael J. Fox, Cree Summer, James Garner, Leonard Nimoy, Don Novello, Phil Morris, Claudia Christian, Jacqueline Obradors, Jim Varney (in his final role), Florence Stanley, John Mahoney, David Ogden Stiers and Corey Burton. Set in 1914, the film tells the story of a young man who gains possession of a sacred book, which he believes will guide him and a crew of mercenaries to the lost city of Atlantis."
7013,Adventureland,1978,[Scott Adams[1]],[Adventure International],https://en.wikipedia.org/wiki/File:Adventureland_1979.jpg,[https://en.wikipedia.org/wiki/Adventureland_(video_game)],Interactive fiction,"Adventureland is the first text adventure video game for microcomputers, released by Scott Adams in 1978. The game involves searching for thirteen lost artifacts in a fantasy setting. Its success led Adams to form Adventure International, which went on to publish thirteen similar games in the Adventure series, each in different settings."
7014,The Adventures of Buckaroo Banzai: Across the Eighth Dimension,1984,[Scott Adams[1]],[Adventure International],n/a,[https://en.wikipedia.org/wiki/The_Adventures_of_Buckaroo_Banzai_Across_the_8th_Dimension#Video_game],n/a,"The Adventures of Buckaroo Banzai Across the 8th Dimension, often shortened to Buckaroo Banzai, is a 1984 American science fiction film produced and directed by W. D. Richter and written by Earl Mac Rauch. It stars Peter Weller in the titular role, with Ellen Barkin, John Lithgow, Jeff Goldblum, and Christopher Lloyd. The supporting cast includes Lewis Smith, Rosalind Cash, Clancy Brown, Pepe Serna, Robert Ito, Vincent Schiavelli, Dan Hedaya, Jonathan Banks, John Ashton, and Ronald Lacey. The premise centers upon the efforts of the polymath Dr. Buckaroo Banzai, a physicist, neurosurgeon, test pilot, and rock star, to save the world by defeating a band of inter-dimensional aliens called Red Lectroids from Planet 10. The film is a cross between the action-adventure and science fiction film genres and also includes elements of comedy and romance. After screenwriter W. D. Richter was introduced to novelist Earl Mac Rauch and hired him to develop a screenplay of Mac Rauch's new character Buckaroo Banzai, Richter teamed with producer Neil Canton to pitch the script to MGM/UA studio chief David Begelman, who took it to 20th Century Fox to make the film. Box office figures were low and less than half of the film's production costs were recovered. Some critics were put off by the complicated plot, while others like Pauline Kael enjoyed the film, with Vincent Canby calling it ""pure, nutty fun."" Buckaroo Banzai has been adapted for books, comics, and a video game and has attracted a loyal cult following."
7015,Airheart,1986,[Dan Gorlin Productions],[Broderbund],https://en.wikipedia.org/wiki/File:Airheart_box_art.jpg,[https://en.wikipedia.org/wiki/Airheart],Action,"Airheart is an action game designed and programmed by Dan Gorlin for the Apple II and published by Broderbund. It requires a 128K Apple IIe (or later) to run, as it uses double hi-res graphics. Airheart is a precursor to Gorlin's Typhoon Thompson in Search for the Sea Child for 16-bit computers, which is closer to what he originally envisioned for this game."
7016,Akalabeth,1979,[Richard Garriott],[California Pacific Computer Company],https://en.wikipedia.org/wiki/File:Akalabeth_box.JPG,[https://en.wikipedia.org/wiki/Akalabeth],Role-playing video game,"Akalabeth: World of Doom () is a role-playing video game that had a limited release in 1979 and was then published by California Pacific Computer Company for the Apple II in 1980. Richard Garriott designed the game as a hobbyist project, which is now recognized as one of the earliest known examples of a role-playing video game and as a predecessor of the Ultima series of games that started Garriott's career.   == History == The game was made by teenager Richard Garriott in Applesoft BASIC for the Apple II while attending high school in the Houston, Texas suburbs."
7017,Ali Baba and the Forty Thieves,1982,[Stuart Smith[1]],[Quality Software],https://en.wikipedia.org/wiki/File:Ali_Baba_and_40_Thieves.jpg,[https://en.wikipedia.org/wiki/Ali_Baba_and_the_Forty_Thieves_(video_game)],Role-playing video game,"Ali Baba and the Forty Thieves is dungeon crawl role-playing video game written by Stuart Smith for the Atari 8-bit family and released by Quality Software 1981. An Apple II version was published in 1982, followed by ports for the FM-7 and the NEC PC-8801 computers in 1985. It is the second of four role playing games written by Smith, following Fracas, and preceding The Return of Heracles and Adventure Construction Set.  "
7018,Aliens: The Computer Game,1986,[Robert Friele & Michael Ornsby],[Activision],https://en.wikipedia.org/wiki/File:Aliens_-_The_Computer_Game_(Activision).jpg,[https://en.wikipedia.org/wiki/Aliens:_The_Computer_Game_(Activision)#Titles_released_in_the_1980s],n/a,"Battlezone is a first-person shooter real-time strategy video game, developed and published by Activision. It was released for Microsoft Windows in 1998. Aside from the name and presence of tanks, this game bears little resemblance to the original arcade game of the same name."
7019,Alter Ego,1986,[Peter J. Favaro],[Activision],https://en.wikipedia.org/wiki/File:Alter-ego-front-cover.jpg,[https://en.wikipedia.org/wiki/Alter_Ego_(1986_video_game)],Role-playing video game/Life simulation,"Alter Ego is a role-playing video game released by Activision in 1986. It was created by Peter J. Favaro for the Commodore 64, MS-DOS, Apple II, and the Apple Macintosh. The game allows the user to make decisions for an imaginary person (being therefore the player's alter ego) and shows what possible consequences these decisions could have on that person. Alter Ego was available in both male and female versions, each using a different set of experiences."
7020,Alternate Reality: The City,1985,[Paradise Programming],[Datasoft],n/a,[https://en.wikipedia.org/wiki/Alternate_Reality_(series)],n/a,"Alternate Reality (AR) is an unfinished role-playing video game series that has achieved cult status among many fans of RPGs. It was created by Philip Price, who formed a development company called Paradise Programming. Published by Datasoft, AR: The City was released in 1985 and AR: The Dungeon was released in 1987. Price was unable to complete the second game in the series, and The Dungeon was finished by Ken Jordan and Dan Pinal. Gary Gilbertson created the music for both games."
7021,Alternate Reality: The Dungeon,1987,[Paradise Programming],[Datasoft],n/a,[https://en.wikipedia.org/wiki/Alternate_Reality_(series)],n/a,"Alternate Reality (AR) is an unfinished role-playing video game series that has achieved cult status among many fans of RPGs. It was created by Philip Price, who formed a development company called Paradise Programming. Published by Datasoft, AR: The City was released in 1985 and AR: The Dungeon was released in 1987. Price was unable to complete the second game in the series, and The Dungeon was finished by Ken Jordan and Dan Pinal. Gary Gilbertson created the music for both games."
7022,Amazon,1984,[Michael Crichton],[Telarium],https://en.wikipedia.org/wiki/File:Amazon_(video_game).jpg,[https://en.wikipedia.org/wiki/Amazon_(video_game)],Graphic adventure,Amazon is an interactive fiction graphic adventure game. The game was published by Telarium (formerly known as Trillium) in 1984 and written by Michael Crichton.
7023,Amnesia,1986,[Cognetics Corporation],[Electronic Arts],https://en.wikipedia.org/wiki/File:Amnesia_1986_cover.png,[https://en.wikipedia.org/wiki/Amnesia_(video_game)],Interactive fiction,"Amnesia is a text adventure written by science fiction author Thomas M. Disch,  programmed by Kevin Bentley, and published by Electronic Arts in 1986 for IBM PC compatibles (as a self-booting disk) and Apple II. A Commodore 64 version was released in 1987. Disch's ironic, rich writing style, is in distinct contrast to the functional or tongue-in-cheek tone of most text adventures. Over half of Disch's novel-length manuscript had to be cut from the published version due to the storage limitations 5¼"" floppy disks."
7024,Ancient Art of War,1984,[Evryware],[Broderbund],https://en.wikipedia.org/wiki/File:Ancient_Art_of_War_Cover.jpg,[https://en.wikipedia.org/wiki/The_Ancient_Art_of_War],Real-time strategy/Real-time tactics,"The Ancient Art of War is a computer game designed by Dave and Barry Murry, developed by Evryware, and originally published by Broderbund in 1984. It is generally recognized as one of the first real-time strategy or real-time tactics games."
7025,Apple Cider Spider,1983,[Ivan Strand],[Sierra On-Line],https://en.wikipedia.org/wiki/File:Apple_Cider_Spider_Coverart.png,[https://en.wikipedia.org/wiki/Apple_Cider_Spider],Platform,"Apple Cider Spider is a three-screen platform game written for the Apple II by Ivan Strand and published by Sierra On-Line in 1983. A Commodore 64 port followed. The player takes the role of a spider in an apple cider factory. The goal is to progress through three screens to reach the top of the factory, to join the company of other spiders."
7026,Apple Panic,1981,[Ben Serki],[Broderbund],https://en.wikipedia.org/wiki/File:Apple_panic.jpg,[https://en.wikipedia.org/wiki/Apple_Panic],Platform,"Apple Panic is a game for the Apple II programmed by Ben Serki and published by Broderbund Software in 1981. Apple Panic is an unauthorized version of the 1980 arcade game Space Panic, the first game with ladders and platforms. While the arcade original remained obscure, Apple Panic became a top seller for home computers. It was ported to the Atari 8-bit family, VIC-20, IBM PC (as a self-booting disk), and TRS-80."
7027,Apple Trek,1979,[Wendell Sander[5]],[Apple Computer],n/a,[https://en.wikipedia.org/wiki/Apple_Trek],n/a,"The enduring popularity of the Star Trek science fiction franchise has led to numerous games in many different formats, beginning in 1967 with a board game based on The Original Series and continuing through the present with online and DVD games.   == Board games == Space Checkers, a variant of Tri-dimensional chess, produced by Pacific Game Co (1965) Star Trek Game, the only game based on the original series to be released during the show's run, produced by Ideal Toys (1967) Star Trek game, produced by Hasbro (1974) Star Trek game, produced in UK by Palitoy (1975) Star Trek game, produced by Milton Bradley, based on Star Trek: The Motion Picture (1979) Star Trek: Starfleet Game,  a promotional game released by McDonald's to coincide with the first movie (1979) Struggle for the Throne, produced by FASA (1984). Players control factions fighting in a succession crisis in the Klingon Empire."
7028,The Arcade Machine,1982,[Doug Carlston & Chris Jochumson],[Broderbund],n/a,[https://en.wikipedia.org/wiki/The_Arcade_Machine],Game creation system/fixed shooter,"The Arcade Machine is a game creation system written by Chris Jochumson and Doug Carlston for the Apple II and published by Broderbund in 1982. Louis Ewens ported it to the Atari 8-bit family. Broderbund ran a contest from January–June 1984 where the best user-created game was awarded a prize of $1,500 in hardware and software. Jochumson also wrote Track Attack for Broderbund.  "
7029,Archon,1983,[Free Fall Associates],[Electronic Arts],https://en.wikipedia.org/wiki/File:Archon_box.png,[https://en.wikipedia.org/wiki/Archon:_The_Light_and_the_Dark],Strategy/action,"Archon: The Light and the Dark is a 1983 video game developed by Free Fall Associates and one of the first five games published by Electronic Arts. It is superficially similar to chess, in that it takes place on a board with alternating light and dark squares; however, instead of fixed rules when landing on another player's piece, an arcade-style fight takes place to determine the victor, and each piece has different combat abilities.  These abilities are enhanced when landing on a square of one's own color. Archon was originally written for the Atari 8-bit family and then ported to the Apple II, Commodore 64, Amstrad CPC, ZX Spectrum, Amiga, IBM PC, Macintosh, PC-88, and NES. It was designed by Paul Reiche III (who also created the graphics for the game) and Jon Freeman and programmed by Anne Westfall. A sequel was released in 1984: Archon II: Adept."
7030,Archon II: Adept,1984,[Free Fall Associates],[Electronic Arts],https://en.wikipedia.org/wiki/File:Archon_2_cover.jpg,[https://en.wikipedia.org/wiki/Archon_II:_Adept],action/Turn-based strategy,"Archon II: Adept is a 1984 action-strategy video game developed by Free Fall Associates' Jon Freeman, Paul Reiche III and Anne Westfall, and published by Electronic Arts for various platforms. Adept is a hybrid of a tactical board game and action. Although it does not have the chess motif of the original Archon: The Light and the Dark, it retains the central concepts of good vs. evil, one-on-one combat, magic, and power points."
7031,Arcticfox,1986,[Dynamix],[Electronic Arts],https://en.wikipedia.org/wiki/File:Arcticfox_box.jpg,[https://en.wikipedia.org/wiki/Arcticfox],Vehicle simulation,"Arcticfox is a science fiction tank simulation video game developed by Dynamix and published by Electronic Arts in 1986. It was published in Europe by Ariolasoft. A sequel to Dynamix's Stellar 7, Arcticfox was developed for the Amiga as one of the platform's first titles but was quickly ported to other platforms including the Atari ST, Commodore 64, ZX Spectrum, MS-DOS and Apple II. A third game was released in the series in 1991 titled Nova 9: The Return of Gir Draxon. The game is set in a fictional 2005 where aliens have taken over Antarctica in an attempt to steal the Earth's oxygen. The player is sent to eradicate the intruders using a new super tank codenamed Arcticfox. Arcticfox's design team at Dynamix went on to produce The Incredible Machine and Red Baron."
7032,Ardy the Aardvark,1983,[Chris Oberth],[Datamost],https://en.wikipedia.org/wiki/File:Anteater_arcade.png,[https://en.wikipedia.org/wiki/Ardy_the_Aardvark],Arcade/Maze,"Maze game is a video game genre description first used by journalists during the 1980s to describe any game in which the entire playing field is a maze. Quick player action is required to escape monsters, outrace an opponent, or navigate the maze within a time limit. After the release of Namco's Pac-Man in 1980, many maze games followed its conventions of completing a level by traversing all paths and a way of temporarily turning the tables on pursuers."
7033,Arena of Octos,1981,[Steve Kropinak],[SoftSide],https://en.wikipedia.org/wiki/File:Arena_of_Octos_title.png,[https://en.wikipedia.org/wiki/Arena_of_Octos],Strategy,"Arena of Octos is a single-player, turn-based combat video game for the Apple II and TRS-80 computer families. It was created by Steve Kropinak and Al Johnson in 1981 and published by SoftSide magazine. The player assumes the role of a human space pilot, captured by an aggressive race of green-skinned aliens known as Octons after straying into their space.  To win freedom, the human must become a gladiator and engage in physical combat with numerous Octon warriors."
7034,Arkanoid,1988,[Taito],[Taito],https://en.wikipedia.org/wiki/File:Arkanoid_arcadeflyer.png,[https://en.wikipedia.org/wiki/Arkanoid],Arcade,"Arkanoid is a 1986 block breaker arcade game developed and published by Taito. In North America, it was published by Romstar. Controlling a paddle-like craft known as the Vaus, the player is tasked with clearing a formation of colorful blocks by deflecting a ball towards it without letting the ball leave the playfield. Some blocks contain power-ups that have various effects, such as increasing the length of the Vaus, creating several additional balls, or turning the Vaus into a laser cannon. Created by Taito designers Akira Fujita and Hiroshi Tsujino, Arkanoid expanded on the concept established in Atari, Inc.'s Breakout, a successful game in its own right that was met with a large wave of similar clone games from other manufacturers. It was part of a contest within Taito, where two teams of designers had to complete a block breaker game and determine which one was superior to the other. The film Tron served as inspiration for the game's futuristic, neon aesthetic. Level designs were sketched on paper before being programmed and tested to make sure they were fun to play. The enemy and power-up designs were 3D models converted into sprite art. Early location tests for Arkanoid surpassed Taito's initial expectations. The game was commended by critics for its gameplay, simplicity, addictive nature, and improvements over the original Breakout concept. The game revitalized the genre and set the groundwork for many games to follow. Arkanoid was ported to many home video game platforms, including the Commodore 64, Nintendo Entertainment System, ZX Spectrum, and mobile phones, and it spawned a long series of sequels and updates over the course of two decades."
7035,Autoduel,1985,[Richard Garriott & Chuck Bueche],[Origin Systems],https://en.wikipedia.org/wiki/File:C64AutoDuel-Preview.jpg,[https://en.wikipedia.org/wiki/Autoduel],Role-playing,"Autoduel is a 1985 role-playing video game published by Origin Systems for the Atari 8-bit family, Commodore 64, Apple II, Macintosh, and MS-DOS. It was released in 1987 for the Atari ST and in 1988 for the Amiga. The game is based on the Steve Jackson Games series Car Wars.The game is set in a hypothetical future in the U.S., where cars are a primary means of protection and defense, and the highways are dangerous stretches of land ruled by gangs and vigilantes with armed vehicles."
7036,Aztec,1982,[Paul Stephenson],[Datamost],https://en.wikipedia.org/wiki/File:Aztec_(Apple_II)_title.png,[https://en.wikipedia.org/wiki/Aztec_(video_game)],Action-adventure,"Aztec is an action-adventure game developed by Paul Stephenson for the Apple II and published by Datamost in 1982. It was  ported to the Atari 8-bit family and the Commodore 64. In Aztec, the player enters and explores the recently discovered ""Tomb of Quetzalcoatl"" in Mexico in search of a gold idol.  "
7038,Balance of Power,1985,[Chris Crawford],[Mindscape],https://en.wikipedia.org/wiki/File:Balance_of_Power_Coverart.png,[https://en.wikipedia.org/wiki/Balance_of_Power_(video_game)],Strategy,"Balance of Power is a computer strategy game of geopolitics during the Cold War, created by Chris Crawford and published in 1985 on the Macintosh by Mindscape, followed by ports to a variety of platforms over the next two years. In the game, the player takes the role of the President of the United States or General Secretary of the Soviet Union. The goal is to improve the player's country's standing in the world relative to the other superpower. During each yearly turn, random events occur that may have effects on the player's international prestige. The player can choose to respond to these events in various ways, which may prompt a response from the other superpower. This creates brinkmanship situations between the two nations, potentially escalating to a nuclear war, which ends the game. Crawford was already well-known, especially for Eastern Front (1941). His 1984 announcement that he was moving to the Macintosh platform to work on a new concept generated considerable interest. It was widely reviewed after its release, including an extremely positive review in The New York Times Magazine. It was praised for its inventive non-action gameplay that was nevertheless exciting and distinct.  It has been named by Computer Gaming World as one of the most innovative computer games of all time. Balance of Power was successful on the Mac, and combined with ports it ultimately sold over a quarter million units.  "
7039,Ballblazer,1984,[Lucasfilm Games],[Atari],https://en.wikipedia.org/wiki/File:Ballblazer_Coverart.png,[https://en.wikipedia.org/wiki/Ballblazer],Sports/Action,"Ballblazer is a 1984 futuristic sports game created by Lucasfilm Games. It was originally released for the Atari 8-bit family, then ported  to the Atari 5200, Apple II, ZX Spectrum, Amstrad CPC, Commodore 64, MSX. and later the Atari 7800 and the Nintendo Famicom.  The game was called Ballblaster during development; pirated versions of the game went by this name as well. The principal creator and programmer of Ballblazer was David Levine.In 1990, LucasArts and Rainbow Arts released a remake and follow-up to this game, called Masterblazer. This game was released for the Amiga, Atari ST, and MS-DOS. On March 31, 1997, a remake of the original titled Ballblazer Champions was released for the Sony PlayStation."
7040,Ballyhoo,1985,[Jeff O'Neill],[Infocom],https://en.wikipedia.org/wiki/File:Ballyhoo_box_art.jpg,[https://en.wikipedia.org/wiki/Ballyhoo_(video_game)],Interactive fiction,"Ballyhoo is an interactive fiction computer game designed by Jeff O'Neill and published by Infocom in 1985. It was released for ten different 8 and 16-bit platforms, including MS-DOS, Atari ST, and Commodore 64. It is Infocom's nineteenth game. With a circus-themed plot, the game's tagline was ""Big-time suspense under the Big Top!"""
7041,"Bard's Tale, The",1985,[Interplay Productions (Michael Cranford)],[Electronic Arts],https://en.wikipedia.org/wiki/File:Bard%27s_Tale_Box_Cover.jpg,[https://en.wikipedia.org/wiki/The_Bard%27s_Tale_(1985_video_game)],Role-playing,"Tales of the Unknown: Volume I, better known by its subtitle The Bard's Tale, is a fantasy role-playing video game designed and programmed by Michael Cranford, produced by Interplay Productions in 1985, and distributed by Electronic Arts. It spawned The Bard's Tale series of games and books. The Bard's Tale was noteworthy among other role-playing computer games at the time for its unprecedented 3D graphics and partly animated character portraits. It was originally released for the Apple II, and was also ported to the Commodore 64, Apple IIgs, ZX Spectrum, Amstrad CPC, Amiga, Atari ST, MS-DOS, Macintosh, and NES platforms. In August 2018, a remastered version was released for Microsoft Windows, followed by the Xbox One release in 2019."
7042,The Bard's Tale II: The Destiny Knight,1986,[Interplay Productions (Michael Cranford)],[Electronic Arts],https://en.wikipedia.org/wiki/File:Bards_Tale_2_mac_box_art.jpg,[https://en.wikipedia.org/wiki/The_Bard%27s_Tale_II:_The_Destiny_Knight],Role-playing,"The Bard's Tale II: The Destiny Knight is a fantasy role-playing video game created by Interplay Productions in 1986. It is the first sequel to The Bard's Tale, and the last game of the series that was designed and programmed by Michael Cranford. The game features Dungeons & Dragons-style characters and follows in the footsteps of its predecessor, The Bard's Tale, also created by Michael Cranford. The Bard's Tale II takes place on a larger scale with an explorable wilderness, six cities, and multiple dungeons that give this game its dungeon crawl character. The game has new features such as casinos and banks, and introduces a new magic user called an Archmage, among other changes from the first game in the series. The game became somewhat infamous for its high difficulty level. Cranford acknowledged this in interviews, stating that it may not have been playtested enough and that while he wanted to make a challenging game, he did not realize just how difficult it was to complete the quest.Although it received mixed reviews upon release, The Bard's Tale II won the Origins Award for Best Fantasy or Science Fiction Computer Game of 1986.In 2018, a ""remastered edition"" was published as part of The Bard's Tale Remastered Trilogy; see Remaster below."
7043,The Bard's Tale III: Thief of Fate,1988,"[Interplay Productions (Rebecca Heineman, Bruce Schlickbernd, and Michael A. Stackpole)]",[Electronic Arts],https://en.wikipedia.org/wiki/File:Bards_Tale_3_box_art.jpg,[https://en.wikipedia.org/wiki/The_Bard%27s_Tale_III:_Thief_of_Fate],Role-playing,"The Bard's Tale III: Thief of Fate is a computer fantasy role-playing video game created by Interplay Productions in 1988. It is the second sequel to The Bard's Tale. It was designed by Rebecca Heineman, Bruce Schlickbernd, and Michael A. Stackpole. The game was released for the Amiga, Apple II (64k), Commodore 64, and MS-DOS."
7044,Battle Chess,1988,[Interplay],[Interplay],https://en.wikipedia.org/wiki/File:Battle_Chess.png,[https://en.wikipedia.org/wiki/Battle_Chess],Chess,"Battle Chess is a computer game version of chess in which the chess pieces come to life and battle one another when capturing. It was originally developed and released by Interplay Entertainment for the Amiga in 1988 and subsequently on many other systems, including 3DO Interactive Multiplayer, Acorn Archimedes, Amiga CD32, Amiga CDTV, Apple IIGS, Apple IIe, Atari ST, Commodore 64, MS-DOS, FM Towns, NES, Mac OS, NEC PC-9801, X68000 and Microsoft Windows. In 1991, Battle Chess Enhanced was released by Interplay for the PC, featuring improved VGA graphics and a symphonic musical score that played from the CD-ROM. Battle Chess was critically acclaimed and commercially successful, resulting in two official follow-ups as well as several inspired games. Its remake, Battle Chess: Game of Kings, was released on Steam on December 11, 2015.  "
7045,Battlezone,1984,[Quality Software (James Albanese)],[Atarisoft],https://en.wikipedia.org/wiki/File:Battlezone(Poster).jpg,[https://en.wikipedia.org/wiki/Battlezone_(1980_video_game)],First-person shooter/Vehicular combat/Arcade,"Battlezone is a first-person shooter tank combat arcade game from Atari, Inc. released in November 1980. The player controls a tank which is attacked by other tanks and missiles. The game is considered to be the ""first big 3D success"".  "
7046,BC's Quest for Tires,1983,[Sydney Development],[Sierra On-Line],https://en.wikipedia.org/wiki/File:BC%27s_Quest_For_Tires.jpg,[https://en.wikipedia.org/wiki/BC%27s_Quest_for_Tires],Action,"Platform games (often simplified as platformer, or jump 'n' run) is a video game genre and subgenre of action games. Platformers are characterized by their heavy use of jumping and climbing to navigate the player's environment and reach their goal. Levels and environments tend to feature uneven terrain and suspended platforms of varying height that requires use of the player character's abilities in order to traverse."
