"id, name, release year, developer, publisher, img_url, src_url, genres, description"
5001,A Question of Sport,1992,[Bell-Fruit Manufacturing],[Bell-Fruit Manufacturing],https://en.wikipedia.org/wiki/File:AQuestionofSport.jpg,[https://en.wikipedia.org/wiki/A_Question_of_Sport_(video_game)],Quiz,"A Question of Sport is a 1988 video game based on the BBC quiz show of the same name. As in the show, the player has to answer questions about sports. The game uses the same engine as Mike Read's Computer Pop Quiz."
5033,Airline Pilots,1999,[Sega],[Sega],n/a,[https://en.wikipedia.org/w/index.php?title=Airline_Pilots&action=edit&redlink=1],Piloting,No description for this title
5034,Airwolf,1987,[Kyugo],[Kyugo],n/a,[https://en.wikipedia.org/w/index.php?title=Airwolf_(Kyugo_Boueki_video_game)&action=edit&redlink=1],Flight combat,No description for this title
5035,Albegas,1985,[Sega],[Sega],n/a,[https://en.wikipedia.org/w/index.php?title=Albegas_(arcade_game)&action=edit&redlink=1],Shooter,No description for this title
5037,Ali Baba and 40 Thieves,1982,[Sega],[Sega],https://en.wikipedia.org/wiki/File:Ali_Baba_and_the_40_Thieves.png,[https://en.wikipedia.org/wiki/Ali_Baba_and_40_Thieves_(video_game)],Maze,"Ali Baba and 40 Thieves is a maze arcade game released by Sega in 1982. Players take the role of the famous Arabian hero who must fend off and kill the forty thieves who are trying to steal his money. The game is based on the folk tale of the same name. It was ported to the MSX platform, and then a Vector-06C port was made based on the MSX version."
5038,Alien³: The Gun,1993,[Sega],[Sega],https://en.wikipedia.org/wiki/File:Alien_3_The_Gun.jpg,[https://en.wikipedia.org/wiki/Alien%C2%B3:_The_Gun],Shooting,No description for this title
5039,Alien Arena,1985,[Duncan Brown software],[Duncan Brown software],n/a,[https://en.wikipedia.org/w/index.php?title=Alien_Arena_(arcade_game)&action=edit&redlink=1],Multi-directional shooter ,No description for this title
5040,Alien Attackers,1980,[Tele Tronic],[Tele Tronic],n/a,[https://en.wikipedia.org/w/index.php?title=Alien_Attackers&action=edit&redlink=1],Shooter,No description for this title
5044,Aliens,1990,[Konami],[Konami],https://en.wikipedia.org/wiki/File:Aliens_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Aliens_(arcade_game)],Platformer / Shooter Scrolling,"This is a chronological list of games in the Alien,  Predator and Alien vs. Predator science fiction horror franchises. There have been thirty-eight officially licensed video games, one trading card game, and one tabletop miniatures game released as tie-ins to the three franchises."
5045,All American Football,1989,[Leland],[Leland],https://en.wikipedia.org/wiki/File:All_American_Football_flyer.jpg,[https://en.wikipedia.org/wiki/All_American_Football],Sports,All American Football is a 4-player American football arcade game released by Leland in 1989.
5046,Alley Master,1986,[Cinematronics],[Cinematronics],https://en.wikipedia.org/wiki/File:Alley_Master_Flyer.png,[https://en.wikipedia.org/wiki/Alley_Master],Sports,Alley Master is a ten-pin bowling arcade game released by Cinematronics in 1986.  
5047,Alley Rally,1976,[Exidy],[Exidy],n/a,[https://en.wikipedia.org/w/index.php?title=Alley_Rally&action=edit&redlink=1],Racing,No description for this title
5048,Alligator Hunt,1994,[Gaelco],[Gaelco],https://en.wikipedia.org/wiki/File:Alligator_Hunt_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Alligator_Hunt],Cabal,Alligator Hunt is a shoot 'em up arcade game released by Spanish company Gaelco in 1994.  
5050,Alpha Mission II,1991,[SNK],[SNK],https://en.wikipedia.org/wiki/File:Alpha_Mission_II_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Alpha_Mission_II],Scrolling shooter,"Alpha Mission II is a vertically scrolling full screen shoot 'em up released by SNK in 1991 for the Neo Geo arcade and home systems. As the name suggests, it is the sequel to the 1985 arcade game Alpha Mission. It was later released for the Neo Geo CD in 1994 and for the PlayStation Portable in 2010.The player controls a fighter spacecraft (Armored Scrum Object) and can shoot enemies in the air, bomb enemies on the ground, collect power-ups, and defeat bosses to advance levels.  "
5051,Alpine Racer,1995,[Namco],[Namco],https://en.wikipedia.org/wiki/File:Alpine_Racer_arcade_flyer.png,[https://en.wikipedia.org/wiki/Alpine_Racer],Racing,"Alpine Racer is a 1995 racing arcade game developed and published by Namco. The player uses a handlebar controller to move a skier down a course situated on a snow-covered mountain, the objective being to make it to the end of the course without falling off the slope or colliding with obstacles. It features three different courses to select, alongside a standard race mode and a time-attack mode where the player must pass through gates to replenish a time limit. It ran on the Namco System 22 arcade hardware."
5052,Alpine Racer 2,1996,[Namco],[Namco],https://en.wikipedia.org/wiki/File:Alpine_Racer_2.png,[https://en.wikipedia.org/wiki/Alpine_Racer_2],Racing,"Alpine Racer 2 is a 3D alpine skiing arcade game released by Namco in 1996. It is the sequel to Alpine Racer. Unlike the original, two cabinets can be linked together so that players can race against each other.  "
5053,Alpine Racer 3,2002,[Namco],[Namco],n/a,[https://en.wikipedia.org/w/index.php?title=Alpine_Racer_3&action=edit&redlink=1],Racing,No description for this title
5056,Altered Beast,1988,[Sega],[Sega],https://en.wikipedia.org/wiki/File:Altered_Beast_cover.jpg,[https://en.wikipedia.org/wiki/Altered_Beast],Beat 'em up,"Altered Beast is a 1988 beat 'em up arcade game developed and manufactured by Sega. The game is set in Ancient Greece and follows a player character resurrected by Zeus to rescue his daughter Athena from the ruler of the underworld, Neff. Through the use of power-ups, the player character can assume the form of different magical beasts. After its initial arcade release, it was ported to several home video game consoles and home computers, including the Sega Genesis, for which it was a pack-in game. The game was developed by Makoto Uchida, who developed the game as his first project as a lead developer. Uchida and his team used the System 16 arcade system board for its graphical capabilities with sprites. Altered Beast was ported numerous times in addition to its Genesis conversion, including for the Master System by Sega and to several computer systems and video game consoles by various third parties. Altered Beast's arcade release and its various ports have all received mixed reviews, mainly targeting the game's gameplay and graphics. The game has been rereleased several times for various consoles and as part of video game compilations. Two sequels to the game have been developed."
5057,Amatelass,1986,[Nichibutsu],[Nichibutsu],n/a,[https://en.wikipedia.org/w/index.php?title=Amatelass&action=edit&redlink=1],Scrolling shooter,No description for this title
5058,The Amazing Adventures of Mr. F. Lea,1982,[Pacific Novelty],[Pacific Novelty],n/a,[https://en.wikipedia.org/wiki/The_Amazing_Adventures_of_Mr._F._Lea],Platform game,"The Amazing Adventures of Mr. F. Lea, often shortened to Mr. F. Lea, is an arcade game released by Pacific Novelty in 1982. It is a collection of four canine-themed mini-games that borrow gameplay elements from Donkey Kong, Frogger, and Jungle Hunt, and a fourth game where Mr. F. Lea runs up a dog's back, jumping over spots and bursting balloons.  "
5059,The Amazing Maze Game,1976,[Bally Midway],[Bally Midway],https://en.wikipedia.org/wiki/File:Amazing_Maze.png,[https://en.wikipedia.org/wiki/The_Amazing_Maze_Game],Maze,"The Amazing Maze Game is an arcade game developed by Midway, released in 1976.  "
5060,Ambush,1973,[WMS Industries],[WMS Industries],n/a,[https://en.wikipedia.org/w/index.php?title=Ambush_(arcade_game)&action=edit&redlink=1],Shooting gallery,No description for this title
5061,American Horseshoes,1990,[Taito],[Taito],https://en.wikipedia.org/wiki/File:American_Horseshoes_Flyer.png,[https://en.wikipedia.org/wiki/American_Horseshoes],Sports,"American Horseshoes is a 1 to 4 player ""horseshoes"" arcade game released by Taito in 1990. Each player can choose from one of four characters: Lucky Lou, Diamond Dave, Tossin' Tom and Mayhem Mary. There are two pitches in each inning. Players may select grip and throwing angle prior to each pitch. The rolling of the trackball determines the distance of each pitch. After each inning the scoring with shown with an overhead shot of the stake area. Each player's score is shown throughout the game at the top of the screen. Up to nine innings can be played per game. Scoring is as follows:  Ringer (A horseshoe which wraps around the stake) : 3 points. Leaner (A horsehoe which rests against the stake) : 2 points. Landing within the stake area : 1 points.  "
5062,American Poker II,1990,[AGI],[AGI],n/a,[https://en.wikipedia.org/w/index.php?title=American_Poker_II&action=edit&redlink=1],Poker,No description for this title
5063,American Speedway,1987,[Enerdyne],[Enerdyne],https://en.wikipedia.org/wiki/File:American_Speedway_Flyer.png,[https://en.wikipedia.org/wiki/American_Speedway],Racing,American Speedway is a top-view racing arcade game released by Enerdyne Technologies in 1987.  
5064,AmeriDarts,1989,[Ameri],[Ameri],n/a,[https://en.wikipedia.org/w/index.php?title=AmeriDarts&action=edit&redlink=1],Sports,No description for this title
5065,Amidar,1981,[Konami /Stern (license)],[Konami /Stern (license)],https://en.wikipedia.org/wiki/File:Amidar.jpg,[https://en.wikipedia.org/wiki/Amidar],Maze,"Amidar is a video game developed by Konami and released in arcades in 1981 by Stern. The format is similar to that of Pac-Man: the player moves around a fixed rectilinear lattice, attempting to visit each location on the board while avoiding the enemies. When each spot has been visited, the player moves to the next level. The game and its name have their roots in the Japanese lot drawing game Amidakuji. The bonus level in Amidar is a nearly exact replication of an Amidakuji game and the way the enemies move conform to the Amidakuji rules; this is referred to in the attract mode as ""Amidar movement."" Amidar was the first in the grid capture sub-genre of maze games and was highly cloned in arcades and for home systems."
5066,Andro Dunos,1992,[SNK],[SNK],https://en.wikipedia.org/wiki/File:Andro_Dunos_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Andro_Dunos],Scrolling shooter,"Andro Dunos is a scrolling shooter arcade video game developed by Visco Corporation and originally published by SNK on June 15, 1992. It is the first title to be created by Visco for both the Neo Geo MVS (arcade) and Neo Geo AES (home) platforms, as well as their only officially licensed release for the AES during its commercial life span. Taking place on a futuristic sci-fi setting where an unknown alien race from outer space has steadily increased their invasion activities, players assume control of the Yellow Cherry and Red Fox space fighter crafts in a last-ditch effort for mankind to overthrow the alien forces. Though it was initially launched for the Neo Geo MVS, Andro Dunos was later released for the Neo Geo AES on July 17 of the same year.Andro Dunos was met with mixed reception from both critics and reviewers alike since its initial release on the MVS and later on the AES, who commended various aspects of the title such as the colorful and detailed graphics, sound design, simplistic controls and the ability to choose between multiple weapons, but the gameplay was criticized for being unremarkable and not original.  "
5067,Angel Eyes,1996,[Tecmo],[Tecmo],n/a,[https://en.wikipedia.org/w/index.php?title=Angel_Eyes_(video_game)&action=edit&redlink=1],Fighting,No description for this title
5068,Angel Kids,1988,[Sega],[Sega],https://en.wikipedia.org/wiki/File:AngelKidsTitleScreen.PNG,[https://en.wikipedia.org/wiki/Angel_Kids],Shooter,Angel Kids is an arcade game released by Sega in 1988.
5069,Angler Dangler,1982,[Data East],[Data East],n/a,[https://en.wikipedia.org/w/index.php?title=Angler_Dangler&action=edit&redlink=1],Sports,No description for this title
5070,Anime Champ,2000,[Konami],[Konami],n/a,[https://en.wikipedia.org/w/index.php?title=Anime_Champ&action=edit&redlink=1],Party games,No description for this title
5071,Anteater,1982,[Tago Electronics],[Tago Electronics],https://en.wikipedia.org/wiki/File:Anteater_arcade.png,[https://en.wikipedia.org/wiki/Anteater_(video_game)],Maze,"Anteater (The Anteater in Britain; Ameisenbär in Germany) is an arcade game designed by Chris Oberth and released in 1982 by Tago Electronics. Though the arcade game was not a hit, it spawned a number of direct clones for home computers, some of which became better known than the original. The current high score holder is Maria Blasucci."
5072,Anti-Aircraft,1975,[Atari],[Atari],https://en.wikipedia.org/wiki/File:Anti-Aircraft_1975_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Anti-Aircraft_(video_game)],Shooter,"Anti-Aircraft is a two-player fixed shooter released in arcades by Atari, Inc in 1975. The game was also released as Anti-Aircraft II, denoting the two-player aspect of the game."
5073,Apache 3,1988,[Tatsumi],[Tatsumi],https://en.wikipedia.org/wiki/File:Apache_3.jpg,[https://en.wikipedia.org/wiki/Apache_3],n/a,Apache 3 is a 3D scrolling shoot 'em up arcade game released by Tatsumi (and Data East in North America) in 1988. Players control a yellow AH-64 Apache helicopter with weapons and shoot everything in the air and on the ground.
5074,Apparel Night,1986,[Central Denshi],[Central Denshi],n/a,[https://en.wikipedia.org/w/index.php?title=Apparel_Night&action=edit&redlink=1],n/a,No description for this title
5075,Aqua Jack,1990,[Taito],[Taito],https://en.wikipedia.org/wiki/File:Aqua_Jack.png,[https://en.wikipedia.org/wiki/Aqua_Jack],n/a,Aqua Jack (also released as Aquattack) is a 3D shoot 'em up arcade game released by Taito in 1989. A hovercraft is piloted over water and land while dodging bullets and avoiding objects by shooting or jumping over them. Enemies are shot in the air and on water or land to advance levels. The game has eight levels.  
5076,Aqua Jet,1996,[Namco],[Namco],n/a,[https://en.wikipedia.org/w/index.php?title=Aqua_Jet&action=edit&redlink=1],n/a,No description for this title
5077,Aqua Rush,1999,[Namco],[Namco],n/a,[https://en.wikipedia.org/w/index.php?title=Aqua_Rush&action=edit&redlink=1],Puzzle,No description for this title
5078,Aquarium,1996,[Excellent System],[Excellent System],https://en.wikipedia.org/wiki/File:Aquarium_arcade.png,[https://en.wikipedia.org/wiki/Aquarium_(video_game)],Puzzle,Aquarium is a Tetris variant puzzle arcade game released by Excellent System in 1996 in Japan only.  Play consists of matching three fish shapes rows to make them disappear.
5079,Arabian,1983,[Sun Electronics],[Sun Electronics],n/a,[https://en.wikipedia.org/w/index.php?title=Arabian_(video_Game)&action=edit&redlink=1],Platform game,No description for this title
5082,Arbalester,1989,"[SETA, Taito]","[SETA, Taito]",https://en.wikipedia.org/wiki/File:Arbalester.jpg,[https://en.wikipedia.org/wiki/Arbalester],Scrolling shooter,"Arbalester is a scrolling shoot 'em up arcade game released by SETA in 1989, licensed to Taito and Romstar. The player controls a fighter jet and shoots enemies in the air and on the ground, collects power-ups, and defeats bosses to advance levels.  "
5083,Arch Rivals,1989,[Bally Midway],[Bally Midway],https://en.wikipedia.org/wiki/File:Archrival_box.jpg,[https://en.wikipedia.org/wiki/Arch_Rivals],Sports,"Arch Rivals is a basketball arcade game released by Midway in 1989. Billed by Midway as ""A Basket Brawl"", the game features two-on-two full court basketball games in which players are encouraged to punch opposing players and steal the ball from them. Arch Rivals allows players to select from a variety of fictional teams (although arcade operators can change the team names to reflect real ones) and players. One playable character, ""Tyrone"" was also featured in the animated Power Team segments of the television series Video Power. Home versions of the game were released for the Nintendo Entertainment System, the Sega Genesis/Mega Drive as well as the Game Gear.  Emulated versions of the game were included in the compilations Midway Arcade Treasures 2, Midway Arcade Treasures Deluxe Edition, and Midway Arcade Origins. The game has been considered a forerunner to Midway's popular arcade basketball game, NBA Jam."
5084,Arctic Thunder,2001,[Midway Games],[Midway Games],https://en.wikipedia.org/wiki/File:Arctic_Thunder_Coverart.png,[https://en.wikipedia.org/wiki/Arctic_Thunder],n/a,"Arctic Thunder is a snowmobile racing game developed by Midway Games. It was released as an arcade game, as well as on the Sony PlayStation 2 and Xbox consoles, and was a launch title for the latter. In the arcade version of the game, jets blow cold or hot winds, depending on the setting, in the player's face during gameplay. Arctic Thunder is part of Midway's Thunder series, which also included Hydro Thunder, 4 Wheel Thunder, Offroad Thunder, and Hydro Thunder Hurricane. The Xbox version of this game is not currently compatible with the Xbox 360. A Dreamcast port was also planned but was cancelled due to sagging sales of the console.A website was made available before the game's release. As of 2007, the site is no longer active.  "
5085,Area 51,1995,[Atari Games],[Atari Games],https://en.wikipedia.org/wiki/File:Area_51_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Area_51_(1995_video_game)],Shooting gallery,"Area 51 is a light gun arcade game released by Atari Games in 1995. It takes its name from the eponymous military facility. The plot of the game involves the player taking part in a Strategic Tactical Advanced Alien Response (STAAR) military incursion to prevent aliens, known as the Kronn, and alien-created zombies from taking over the Area 51 military facility. Produced as a last-ditch effort to reverse Atari's struggling fortunes, Area 51 largely underwhelmed critics, who compared it unfavorably to contemporary light gun shooters such as Virtua Cop 2, but was well-liked by players and became a major hit. The game was ported to the PlayStation, Sega Saturn and personal computers. Atari further capitalized on its success with Maximum Force, which used the same arcade board and similar graphics techniques and gameplay, and a direct sequel, Area 51: Site 4."
5086,Area 51 / Maximum Force Duo,1998,[Atari Games],[Atari Games],https://en.wikipedia.org/wiki/File:Area_51_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Area_51_(1995_video_game)],Shooting gallery,"Area 51 is a light gun arcade game released by Atari Games in 1995. It takes its name from the eponymous military facility. The plot of the game involves the player taking part in a Strategic Tactical Advanced Alien Response (STAAR) military incursion to prevent aliens, known as the Kronn, and alien-created zombies from taking over the Area 51 military facility. Produced as a last-ditch effort to reverse Atari's struggling fortunes, Area 51 largely underwhelmed critics, who compared it unfavorably to contemporary light gun shooters such as Virtua Cop 2, but was well-liked by players and became a major hit. The game was ported to the PlayStation, Sega Saturn and personal computers. Atari further capitalized on its success with Maximum Force, which used the same arcade board and similar graphics techniques and gameplay, and a direct sequel, Area 51: Site 4."
